Timestamp,Flow (SLPM),Total (NCM)
2025-12-20 07:51:25,5.63,0.006
2025-12-20 07:51:26,4.84,0.010
2025-12-20 07:51:27,5.32,0.016
2025-12-20 07:51:28,5.68,0.021
2025-12-20 07:51:29,5.25,0.027
2025-12-20 07:52:26,4.52,0.005
2025-12-20 07:52:27,5.71,0.010
2025-12-20 07:52:28,4.91,0.015
2025-12-20 07:52:29,5.14,0.020
2025-12-20 07:52:30,5.02,0.025
2025-12-20 07:52:57,4.49,0.004
2025-12-20 07:52:58,4.62,0.009
2025-12-20 07:52:59,5.34,0.014
2025-12-20 07:53:00,0.00,0.000
2025-12-20 07:53:01,0.00,0.000
2025-12-20 07:53:03,0.00,0.000
2025-12-20 07:53:04,0.00,0.000
2025-12-20 07:53:05,0.00,0.000
2025-12-20 07:53:06,0.00,0.000
2025-12-20 07:53:07,0.00,0.000
2025-12-20 07:53:08,0.00,0.000
2025-12-20 07:53:09,0.00,0.000
2025-12-20 07:53:10,0.00,0.000
2025-12-20 07:53:11,0.00,0.000
2025-12-20 07:53:12,0.00,0.000
2025-12-20 07:53:13,0.00,0.000
2025-12-20 07:53:14,0.00,0.000
2025-12-20 07:53:15,0.00,0.000
2025-12-20 07:53:17,0.00,0.000
2025-12-20 07:53:18,0.00,0.000
2025-12-20 07:53:19,0.00,0.000
2025-12-20 07:53:20,0.00,0.000
2025-12-20 07:53:21,0.00,0.000
2025-12-20 07:53:22,0.00,0.000
2025-12-20 07:53:23,0.00,0.000
2025-12-20 07:53:24,0.00,0.000
2025-12-20 07:53:26,0.00,0.000
2025-12-20 07:53:27,0.00,0.000
2025-12-20 08:05:58,0.00,0.000
2025-12-20 08:05:59,0.00,0.000
2025-12-20 08:06:00,0.00,0.000
2025-12-20 08:06:01,0.00,0.000
2025-12-20 08:06:02,0.00,0.000
2025-12-20 08:06:03,0.00,0.000
2025-12-20 08:06:04,0.00,0.000
2025-12-20 08:06:05,0.00,0.000
2025-12-20 08:06:06,0.00,0.000
2025-12-20 08:06:07,0.00,0.000
2025-12-20 08:09:03,0.00,0.000
2025-12-20 08:09:04,0.00,0.000
2025-12-20 08:09:05,0.00,0.000
2025-12-20 08:09:06,0.00,0.000
2025-12-20 08:09:07,0.00,0.000
2025-12-20 08:09:08,0.00,0.000
2025-12-20 08:09:09,0.00,0.000
2025-12-20 08:09:10,0.00,0.000
2025-12-20 08:09:11,0.00,0.000
2025-12-20 08:09:12,0.00,0.000
2025-12-20 08:09:13,0.00,0.000
2025-12-20 08:09:14,0.00,0.000
2025-12-20 08:09:15,0.00,0.000
2025-12-20 08:09:16,0.00,0.000
2025-12-20 08:09:18,0.00,0.000
2025-12-20 08:09:19,0.00,0.000
2025-12-20 08:09:20,0.00,0.000
2025-12-20 08:09:21,0.00,0.000
2025-12-20 08:09:22,0.00,0.000
2025-12-20 08:09:23,0.00,0.000
2025-12-20 08:09:24,0.00,0.000
2025-12-20 08:09:25,0.00,0.000
2025-12-20 08:09:27,0.00,0.000
2025-12-20 08:09:28,0.00,0.000
2025-12-20 08:09:29,0.00,0.000
2025-12-20 08:09:30,0.00,0.000
2025-12-20 08:09:31,0.00,0.000
2025-12-20 08:09:32,0.00,0.000
2025-12-20 08:09:33,0.00,0.000
2025-12-20 08:09:34,0.00,0.000
2025-12-20 08:09:36,0.00,0.000
2025-12-20 08:09:37,0.00,0.000
2025-12-20 08:09:38,0.00,0.000
2025-12-20 08:09:39,0.00,0.000
2025-12-20 08:09:40,0.00,0.000
2025-12-20 08:09:41,0.00,0.000
2025-12-20 08:09:42,0.00,0.000
2025-12-20 08:09:44,0.00,0.000
2025-12-20 08:09:45,0.00,0.000
2025-12-20 08:09:46,0.00,0.000
2025-12-20 08:09:47,0.00,0.000
2025-12-20 08:09:48,0.00,0.000
2025-12-20 08:09:49,0.00,0.000
2025-12-20 08:09:51,0.00,0.000
2025-12-20 08:09:52,0.00,0.000
2025-12-20 08:09:53,0.00,0.000
2025-12-20 08:09:54,0.00,0.000
2025-12-20 08:09:55,0.00,0.000
2025-12-20 08:09:56,0.00,0.000
2025-12-20 08:09:58,0.00,0.000
2025-12-20 08:09:59,0.00,0.000
2025-12-20 08:10:00,0.00,0.000
2025-12-20 08:10:01,0.00,0.000
2025-12-20 08:10:02,0.00,0.000
2025-12-20 08:10:03,0.00,0.000
2025-12-20 08:10:04,0.00,0.000
2025-12-20 08:10:05,0.00,0.000
2025-12-20 08:10:06,0.00,0.000
2025-12-20 08:10:07,0.00,0.000
2025-12-20 08:10:08,0.00,0.000
2025-12-20 08:10:09,0.00,0.000
2025-12-20 08:10:11,0.00,0.000
2025-12-20 08:10:12,0.00,0.000
2025-12-20 08:10:13,0.00,0.000
2025-12-20 08:10:14,0.00,0.000
2025-12-20 08:10:15,0.00,0.000
2025-12-20 08:10:16,0.00,0.000
2025-12-20 08:10:17,0.00,0.000
2025-12-20 08:10:18,0.00,0.000
2025-12-20 08:10:19,0.00,0.000
2025-12-20 08:10:20,0.00,0.000
2025-12-20 08:10:21,0.00,0.000
2025-12-20 08:10:22,0.00,0.000
2025-12-20 09:46:52,0.00,0.000
2025-12-20 09:46:53,0.00,0.000
2025-12-20 09:46:54,0.00,0.000
2025-12-20 09:46:55,0.00,0.000
2025-12-20 09:46:56,0.00,0.000
2025-12-20 09:46:57,0.00,0.000
2025-12-20 09:49:52,0.00,0.000
2025-12-20 09:49:53,0.00,0.000
2025-12-20 09:49:54,0.00,0.000
2025-12-20 09:49:55,0.00,0.000
2025-12-20 09:49:56,0.00,0.000
2025-12-20 09:49:57,0.00,0.000
2025-12-20 09:49:58,0.00,0.000
2025-12-20 09:49:59,0.00,0.000
2025-12-20 09:50:00,0.00,0.000
2025-12-20 09:50:50,0.00,0.000
2025-12-20 09:50:51,0.00,0.000
2025-12-20 09:50:52,0.00,0.000
2025-12-20 09:50:53,0.00,0.000
2025-12-20 09:56:43,0.00,0.000
2025-12-20 09:56:44,0.00,0.000
2025-12-20 09:56:45,0.00,0.000
2025-12-20 09:56:46,0.00,0.000
2025-12-20 09:56:47,0.00,0.000
2025-12-20 09:56:48,0.00,0.000
2025-12-20 09:56:49,0.00,0.000
2025-12-20 09:56:54,0.00,0.000
2025-12-20 09:56:55,0.00,0.000
2025-12-20 09:56:56,0.00,0.000
2025-12-20 09:56:57,0.00,0.000
2025-12-20 09:56:58,0.00,0.000
2025-12-20 09:56:59,0.00,0.000
2025-12-20 09:57:00,0.00,0.000
2025-12-20 09:57:01,0.00,0.000
2025-12-20 09:57:02,0.00,0.000
2025-12-20 09:57:03,0.00,0.000
2025-12-20 09:57:04,0.00,0.000
