Timestamp,Flow (SLPM),Total (NCM)
2025-12-20 09:57:05,0.00,0.000
2025-12-20 09:57:06,0.00,0.000
2025-12-20 09:57:07,0.00,0.000
2025-12-20 09:57:08,0.00,0.000
2025-12-20 09:57:09,0.00,0.000
2025-12-20 09:58:22,0.00,0.000
2025-12-20 09:58:23,0.00,0.000
2025-12-20 09:58:24,0.00,0.000
2025-12-20 09:58:25,0.00,0.000
2025-12-20 09:58:26,0.00,0.000
2025-12-20 09:58:27,0.00,0.000
2025-12-20 09:58:28,0.00,0.000
2025-12-20 09:58:29,0.00,0.000
2025-12-20 09:58:30,0.00,0.000
2025-12-20 09:58:31,0.00,0.000
2025-12-20 09:59:32,0.00,0.000
2025-12-20 09:59:33,0.00,0.000
2025-12-20 09:59:34,0.00,0.000
2025-12-20 09:59:35,0.00,0.000
2025-12-20 09:59:36,0.00,0.000
2025-12-20 09:59:37,0.00,0.000
2025-12-20 09:59:38,0.00,0.000
2025-12-20 09:59:39,0.00,0.000
2025-12-20 09:59:40,0.00,0.000
2025-12-20 09:59:41,0.00,0.000
2025-12-20 09:59:42,0.00,0.000
2025-12-20 09:59:43,0.00,0.000
2025-12-20 09:59:44,0.00,0.000
2025-12-20 09:59:45,0.00,0.000
2025-12-20 09:59:46,0.00,0.000
2025-12-20 09:59:47,0.00,0.000
2025-12-20 10:02:33,0.00,0.000
2025-12-20 10:02:34,0.00,0.000
2025-12-20 10:02:35,0.00,0.000
2025-12-20 10:02:36,0.00,0.000
2025-12-20 10:02:37,0.00,0.000
2025-12-20 10:02:38,0.00,0.000
2025-12-20 11:02:13,0.00,0.000
2025-12-20 11:02:14,0.00,0.000
2025-12-20 11:02:15,0.00,0.000
2025-12-20 11:02:16,0.00,0.000
2025-12-20 11:02:17,0.00,0.000
2025-12-20 11:02:18,0.00,0.000
2025-12-20 11:02:19,0.00,0.000
2025-12-20 11:02:20,0.00,0.000
2025-12-20 11:02:21,0.00,0.000
2025-12-20 11:02:22,0.00,0.000
2025-12-20 11:02:23,0.00,0.000
2025-12-20 11:02:24,0.00,0.000
2025-12-20 11:02:25,0.00,0.000
2025-12-20 11:02:26,0.00,0.000
2025-12-20 11:02:27,0.00,0.000
