x,y,z,
34.12,551.78,0.072334,
34.12,555.45,0.071928,
34.12,558.78,0.071647,
34.12,562.45,0.071284,
34.12,565.95,0.070634,
34.12,569.45,0.069857,
34.12,572.95,0.068939,
34.12,576.63,0.067907,
34.12,580.13,0.067344,
34.12,583.63,0.067023,
34.12,587.13,0.066943,
34.12,590.8,0.066866,
34.12,594.3,0.066912,
34.12,597.8,0.067036,
34.12,601.3,0.067208,
34.12,604.8,0.067599,
34.12,608.47,0.067704,
34.12,611.97,0.067803,
34.12,615.65,0.067639,
34.12,618.97,0.067763,
34.12,622.65,0.068166,
34.12,626.15,0.068074,
34.12,629.65,0.067593,
34.12,633.15,0.067297,
34.12,636.82,0.06686,
34.12,640.32,0.066524,
34.12,643.82,0.066715,
34.12,647.5,0.066472,
34.12,651,0.066512,
34.12,654.5,0.066783,
34.12,658,0.067002,
34.12,661.67,0.066552,
34.12,665.7,0.066567,
34.12,669.2,0.066398,
34.12,672.7,0.066804,
34.12,676.2,0.067482,
34.12,679.87,0.068194,
34.12,683.55,0.068875,
34.12,687.05,0.069642,
68.25,11.9,0.051974,
68.25,15.4,0.05219,
68.25,19.08,0.052356,
68.25,22.75,0.052923,
68.25,26.25,0.05283,
68.25,29.75,0.052713,
68.25,33.43,0.0528,
68.25,37.1,0.052889,
68.25,40.6,0.052319,
68.25,44.1,0.052479,
68.25,47.6,0.05288,
68.25,51.1,0.052803,
68.25,54.78,0.05291,
68.25,58.28,0.052821,
68.25,62.13,0.053431,
68.25,65.63,0.05324,
68.25,69.3,0.053678,
68.25,72.8,0.053693,
68.25,76.3,0.053906,
68.25,79.98,0.054106,
68.25,83.48,0.054402,
68.25,86.98,0.054734,
68.25,90.83,0.054728,
68.25,94.33,0.054334,
68.25,98,0.0541,
68.25,101.5,0.054056,
68.25,105.53,0.053681,
68.25,109.03,0.053573,
68.25,112.7,0.053872,
68.25,116.2,0.053989,
68.25,119.88,0.054288,
68.25,123.55,0.054423,
68.25,127.05,0.053998,
68.25,130.55,0.053872,
68.25,134.23,0.054309,
68.25,137.73,0.054848,
68.25,141.4,0.055085,
68.25,144.9,0.056031,
68.25,148.4,0.056798,
68.25,151.9,0.057692,
68.25,155.4,0.058345,
68.25,159.08,0.058662,
68.25,162.58,0.05926,
68.25,166.25,0.059503,
68.25,169.75,0.059811,
68.25,173.43,0.059965,
68.25,176.93,0.05975,
68.25,180.43,0.059451,
68.25,184.1,0.059725,
68.25,187.6,0.059599,
68.25,191.1,0.058893,
68.25,194.6,0.059275,
68.25,198.28,0.059158,
68.25,201.95,0.059072,
68.25,205.45,0.059275,
68.25,208.95,0.058748,
68.25,212.45,0.058342,
68.25,215.95,0.057769,
68.25,219.63,0.057069,
68.25,223.3,0.056287,
68.25,226.98,0.055585,
68.25,230.48,0.055175,
68.25,234.15,0.054297,
