x,y,z,
556.15,695.1,0.088222,
559.65,695.1,0.088684,
563.15,695.1,0.088671,
566.83,695.1,0.089041,
570.33,695.1,0.089537,
573.83,695.1,0.089374,
577.33,695.1,0.089827,
580.83,695.1,0.089827,
584.5,695.1,0.08983,
588,695.1,0.089827,
591.68,695.1,0.089796,
595.18,695.1,0.089488,
598.68,695.1,0.089053,
602.18,695.1,0.08865,
605.85,695.1,0.088212,
609.35,695.1,0.087864,
613.03,695.1,0.087159,
616.53,695.1,0.086253,
620.03,695.1,0.085591,
623.7,695.1,0.084999,
627.2,695.1,0.084198,
630.7,695.1,0.083625,
634.2,695.1,0.082873,
637.88,695.1,0.082772,
641.38,695.1,0.082501,
644.88,695.1,0.082593,
648.38,695.1,0.082547,
652.05,695.1,0.082097,
655.55,695.1,0.082223,
659.05,695.1,0.082091,
662.73,695.1,0.081703,
666.23,695.1,0.081734,
669.73,695.1,0.081749,
673.23,695.1,0.081173,
676.9,695.1,0.080612,
680.4,695.1,0.079907,
683.9,695.1,0.079479,
687.4,695.1,0.079023,
690.9,695.1,0.079013,
694.58,695.1,0.078678,
698.08,695.1,0.078687,
701.58,695.1,0.078591,
705.08,695.1,0.078776,
708.75,695.1,0.078634,
0,3.5,0.051,
0,7.17,0.050899,
0,11.2,0.051299,
0,14.7,0.051734,
0,18.38,0.05166,
0,21.88,0.052057,
0,25.55,0.052464,
0,29.23,0.05247,
0,32.9,0.052898,
0,36.4,0.052704,
0,39.9,0.052418,
0,43.75,0.052393,
0,47.25,0.052177,
0,50.75,0.051774,
0,54.77,0.051342,
0,58.27,0.050911,
0,61.77,0.050548,
0,65.27,0.049793,
0,68.95,0.049506,
0,72.45,0.049472,
0,76.12,0.049445,
0,79.62,0.049448,
0,83.12,0.049965,
0,86.8,0.050492,
0,90.47,0.051213,
0,93.97,0.0517,
0,97.65,0.052073,
0,101.15,0.052371,
0,105.17,0.052458,
0,108.85,0.052359,
0,112.35,0.052445,
0,115.85,0.052063,
0,120.22,0.05202,
0,123.72,0.052109,
0,127.22,0.052109,
0,130.9,0.051654,
0,134.4,0.051617,
0,138.07,0.051327,
0,141.75,0.05141,
0,145.25,0.051373,
0,148.75,0.05141,
0,152.25,0.051305,
0,155.93,0.050914,
0,159.43,0.050548,
0,162.93,0.050609,
0,166.6,0.050575,
0,170.1,0.050649,
0,173.6,0.050458,
0,177.1,0.050471,
0,180.78,0.050621,
0,184.28,0.050631,
0,187.78,0.050585,
0,191.28,0.051056,
0,194.78,0.051315,
0,198.63,0.051715,
0,202.13,0.051721,
0,205.63,0.051638,
0,209.13,0.05162,
0,212.8,0.051607,
0,216.3,0.051755,
0,219.98,0.051675,
0,223.48,0.051678,
0,226.63,0.051675,
0,230.65,0.051737,
0,234.15,0.052159,
0,237.65,0.052381,
0,241.33,0.052424,
0,244.83,0.052827,
0,248.33,0.052824,
0,251.83,0.053203,
0,255.5,0.05356,
0,259,0.054038,
0,262.68,0.054466,
0,266.18,0.055132,
0,269.68,0.055474,
0,273.18,0.056096,
0,276.68,0.056145,
0,280.35,0.05617,
0,283.85,0.056102,
0,287.35,0.056148,
0,290.85,0.056179,
0,294.18,0.056145,
0,298.03,0.056179,
0,301.53,0.056093,
0,305.03,0.056515,
0,308.53,0.056672,
0,312.2,0.057254,
0,315.7,0.058049,
0,319.38,0.058748,
0,322.88,0.059235,
0,326.38,0.059851,
0,330.05,0.060227,
0,333.55,0.060609,
0,337.23,0.06044,
0,340.73,0.060618,
0,344.23,0.06015,
0,347.9,0.059408,
0,351.4,0.05893,
0,354.9,0.058379,
0,358.58,0.057593,
0,362.08,0.05727,
0,365.58,0.056882,
0,369.25,0.05653,
0,372.75,0.056586,
0,376.25,0.056213,
0,379.75,0.056222,
0,383.25,0.056124,
0,386.93,0.055763,
0,390.43,0.055822,
0,393.93,0.055486,
0,397.43,0.054876,
0,401.1,0.054682,
0,404.6,0.054284,
0,408.1,0.053949,
0,411.78,0.053493,
0,415.28,0.053539,
0,418.95,0.053758,
0,422.45,0.053976,
0,425.95,0.054251,
0,429.63,0.054312,
0,433.13,0.053875,
0,436.63,0.053539,
0,440.3,0.052843,
0,443.8,0.052451,
0,447.3,0.052051,
0,450.98,0.051694,
0,454.48,0.051339,
0,457.98,0.051053,
0,461.48,0.050982,
0,465.15,0.050717,
0,468.48,0.050585,
0,472.15,0.050606,
0,475.65,0.050187,
0,479.33,0.050307,
0,482.83,0.050526,
0,486.33,0.050914,
0,490,0.051025,
0,493.85,0.05137,
0,497.35,0.051675,
0,500.85,0.051718,
0,504.53,0.052165,
0,508.03,0.052091,
0,511.7,0.051721,
0,515.2,0.051715,
0,518.7,0.051703,
0,522.2,0.051703,
0,525.7,0.051697,
0,529.2,0.051709,
0,532.88,0.052057,
0,536.38,0.052325,
0,540.05,0.052793,
0,543.55,0.053163,
0,547.05,0.053148,
0,550.73,0.053496,
0,553.7,0.053465,
0,557.73,0.053884,
0,561.23,0.053924,
0,564.73,0.053921,
