x,y,z,
7,0,0.050967,
10.5,0,0.050939,
14.18,0,0.050735,
17.68,0,0.050739,
21.53,0,0.050135,
25.03,0,0.049854,
28.7,0,0.048933,
32.55,0,0.047599,
36.23,0,0.045868,
39.72,0,0.044531,
43.22,0,0.042972,
46.72,0,0.042076,
50.4,0,0.041398,
53.9,0,0.04137,
57.4,0,0.041647,
60.9,0,0.042399,
64.4,0,0.043508,
67.9,0,0.044281,
71.57,0,0.045501,
75.25,0,0.046068,
78.75,0,0.046909,
82.25,0,0.047254,
85.75,0,0.04755,
89.42,0,0.047599,
92.92,0,0.047646,
96.6,0,0.047741,
100.27,0,0.047664,
103.77,0,0.047775,
107.62,0,0.047692,
111.12,0,0.047987,
114.8,0,0.048046,
118.3,0,0.047562,
121.8,0,0.047174,
125.47,0,0.04666,
129.15,0,0.046068,
132.65,0,0.045366,
136.15,0,0.044864,
139.65,0,0.044719,
143.33,0,0.044808,
146.83,0,0.044602,
150.33,0,0.044608,
154,0,0.044744,
157.5,0,0.045104,
161,0,0.045082,
164.68,0,0.045508,
168.35,0,0.045785,
171.85,0,0.045979,
175.35,0,0.04604,
178.85,0,0.046139,
182.88,0,0.046108,
186.38,0,0.046327,
189.88,0,0.046207,
193.55,0,0.046124,
197.05,0,0.046466,
200.73,0,0.046872,
204.23,0,0.047387,
207.9,0,0.047683,
211.4,0,0.048188,
214.9,0,0.048604,
218.4,0,0.04869,
221.9,0,0.048671,
225.58,0,0.04902,
229.08,0,0.048625,
232.58,0,0.048795,
236.25,0,0.048262,
239.75,0,0.048188,
243.25,0,0.047313,
246.93,0,0.046703,
250.6,0,0.045982,
254.1,0,0.045757,
257.43,0,0.045646,
261.1,0,0.045899,
264.78,0,0.045347,
268.28,0,0.045172,
271.78,0,0.044981,
275.28,0,0.045061,
278.95,0,0.045397,
282.45,0,0.04609,
286.13,0,0.047418,
289.63,0,0.049158,
293.13,0,0.050893,
296.63,0,0.053428,
300.3,0,0.05682,
303.8,0,0.060991,
307.3,0,0.066533,
310.8,0,0.073514,
314.3,0,0.081792,
317.98,0,0.092686,
321.48,0,0.105276,
324.98,0,0.120045,
328.65,0,0.136265,
332.15,0,0.152439,
335.65,0,0.167806,
339.33,0,0.181296,
342.83,0,0.190104,
346.33,0,0.193643,
350,0,0.190473,
353.5,0,0.17986,
357,0,0.162313,
360.5,0,0.137109,
364,0,0.105067,
367.5,0,0.069355,
371.18,0,0.032082,
374.68,0,-0.005829,
378.18,0,-0.039406,
381.68,0,-0.068408,
385.18,0,-0.091837,
388.85,0,-0.107496,
392.53,0,-0.116649,
396.03,0,-0.119246,
399.7,0,-0.116051,
403.2,0,-0.109135,
406.7,0,-0.098978,
410.2,0,-0.0872,
413.88,0,-0.074215,
417.38,0,-0.060571,
420.88,0,-0.048448,
424.38,0,-0.037348,
428.05,0,-0.027401,
431.55,0,-0.018195,
435.23,0,-0.010617,
438.73,0,-0.003473,
442.23,0,0.002713,
445.73,0,0.007988,
449.23,0,0.012602,
452.9,0,0.016161,
456.4,0,0.019075,
459.9,0,0.021386,
463.58,0,0.023428,
467.08,0,0.025655,
470.58,0,0.027307,
474.08,0,0.028641,
477.75,0,0.029898,
481.25,0,0.030548,
484.93,0,0.031339,
488.43,0,0.031407,
491.93,0,0.031737,
495.43,0,0.03194,
498.93,0,0.032606,
502.43,0,0.033046,
505.93,0,0.033379,
509.6,0,0.033727,
513.1,0,0.034007,
516.78,0,0.034358,
520.28,0,0.035119,
523.6,0,0.035554,
527.28,0,0.036265,
530.78,0,0.036595,
534.45,0,0.03735,
537.95,0,0.037704,
541.45,0,0.038046,
545.13,0,0.038406,
548.63,0,0.039161,
552.3,0,0.039808,
556.15,0,0.039941,
559.65,0,0.040575,
563.15,0,0.041228,
566.83,0,0.041583,
570.33,0,0.041706,
573.83,0,0.041848,
577.5,0,0.0419,
580.83,0,0.042418,
584.5,0,0.042618,
588.18,0,0.042861,
591.68,0,0.043166,
595.18,0,0.043083,
598.85,0,0.043058,
602.35,0,0.043533,
605.85,0,0.043742,
609.35,0,0.043912,
613.02,0,0.043653,
616.52,0,0.04349,
620.02,0,0.043212,
623.52,0,0.04267,
627.02,0,0.042301,
630.7,0,0.041758,
634.2,0,0.040523,
637.7,0,0.039774,
641.2,0,0.039041,
644.7,0,0.038354,
648.55,0,0.037618,
652.05,0,0.036959,
655.55,0,0.036592,
659.05,0,0.036419,
663.6,0,0.036253,
667.1,0,0.0365,
670.6,0,0.036943,
674.27,0,0.036755,
677.77,0,0.037408,
681.27,0,0.037849,
684.77,0,0.038376,
688.45,0,0.039016,
691.95,0,0.039291,
695.45,0,0.039864,
698.95,0,0.040024,
702.62,0,0.040514,
706.3,0,0.040831,
709.8,0,0.041121,
12.42,33.07,0.043705,
16.1,33.07,0.042005,
19.77,33.07,0.040622,
23.27,33.07,0.039244,
26.77,33.07,0.038607,
30.45,33.07,0.038243,
33.95,33.07,0.037753,
37.62,33.07,0.037532,
41.12,33.07,0.037322,
44.8,33.07,0.03714,
48.12,33.07,0.037205,
51.97,33.07,0.037565,
55.47,33.07,0.037427,
58.97,33.07,0.03783,
62.47,33.07,0.038536,
65.97,33.07,0.039075,
69.65,33.07,0.039389,
73.15,33.07,0.03966,
76.65,33.07,0.040227,
80.32,33.07,0.040597,
83.82,33.07,0.040206,
87.32,33.07,0.040073,
90.82,33.07,0.039734,
94.5,33.07,0.039633,
98,33.07,0.03966,
101.32,33.07,0.039565,
105.35,33.07,0.039799,
108.85,33.07,0.039663,
112.52,33.07,0.040058,
116.2,33.07,0.040073,
119.7,33.07,0.040206,
123.37,33.07,0.040021,
127.05,33.07,0.040196,
130.72,33.07,0.040206,
134.4,33.07,0.039784,
137.9,33.07,0.03971,
141.4,33.07,0.039355,
144.9,33.07,0.039004,
148.4,33.07,0.03824,
151.9,33.07,0.037439,
155.57,33.07,0.036678,
159.07,33.07,0.035492,
162.57,33.07,0.034263,
166.25,33.07,0.033829,
169.75,33.07,0.033416,
173.25,33.07,0.033129,
176.57,33.07,0.03247,
180.42,33.07,0.032504,
183.92,33.07,0.032997,
187.42,33.07,0.033333,
190.92,33.07,0.033693,
194.42,33.07,0.034047,
197.92,33.07,0.034103,
201.6,33.07,0.034472,
205.1,33.07,0.03483,
208.77,33.07,0.035292,
212.27,33.07,0.035181,
215.78,33.07,0.035766,
219.45,33.07,0.035572,
222.78,33.07,0.035665,
226.45,33.07,0.035683,
229.95,33.07,0.03588,
233.45,33.07,0.036324,
236.95,33.07,0.036654,
240.63,33.07,0.037448,
244.13,33.07,0.037778,
247.8,33.07,0.038243,
251.3,33.07,0.038588,
254.8,33.07,0.039038,
258.3,33.07,0.039328,
261.98,33.07,0.039559,
265.48,33.07,0.039833,
268.98,33.07,0.040215,
272.65,33.07,0.040412,
276.15,33.07,0.040658,
279.65,33.07,0.041349,
282.63,33.07,0.042113,
