Timestamp,Flow (SLPM),Total (NCM)
2026-01-06 09:56:10,0.00,0.000
2026-01-06 09:56:11,0.00,0.000
2026-01-06 09:56:12,0.00,0.000
2026-01-06 09:56:13,0.00,0.000
2026-01-06 09:56:14,0.00,0.000
2026-01-06 10:26:40,0.00,0.000
2026-01-06 10:26:41,0.00,0.000
2026-01-06 10:26:42,0.00,0.000
2026-01-06 10:26:43,0.00,0.000
2026-01-06 10:26:44,0.00,0.000
2026-01-06 10:26:45,0.00,0.000
2026-01-06 10:26:46,0.00,0.000
2026-01-06 10:26:47,0.00,0.000
2026-01-06 10:26:48,0.00,0.000
2026-01-06 10:26:49,0.00,0.000
2026-01-06 10:26:50,0.00,0.000
2026-01-06 10:26:51,0.00,0.000
2026-01-06 10:26:52,0.00,0.000
2026-01-06 10:26:53,0.00,0.000
2026-01-06 10:26:54,0.00,0.000
2026-01-06 10:26:55,0.00,0.000
2026-01-06 10:26:56,0.00,0.000
2026-01-06 10:26:58,0.00,0.000
2026-01-06 10:26:59,0.00,0.000
2026-01-06 10:27:00,0.00,0.000
2026-01-06 11:01:48,0.00,0.000
2026-01-06 11:01:49,0.00,0.000
2026-01-06 11:01:50,0.00,0.000
2026-01-06 11:01:51,0.00,0.000
2026-01-06 11:03:10,0.00,0.000
2026-01-06 11:03:11,0.00,0.000
2026-01-06 11:03:12,0.00,0.000
2026-01-06 11:03:13,0.00,0.000
2026-01-06 11:05:47,0.00,0.000
2026-01-06 11:05:48,0.00,0.000
2026-01-06 11:05:49,0.00,0.000
2026-01-06 11:05:50,0.00,0.000
2026-01-06 11:05:51,0.00,0.000
2026-01-06 11:05:52,0.00,0.000
2026-01-06 11:05:53,0.00,0.000
2026-01-06 11:05:54,0.00,0.000
2026-01-06 11:05:55,0.00,0.000
2026-01-06 11:05:56,0.00,0.000
2026-01-06 11:05:57,0.00,0.000
2026-01-06 11:05:58,0.00,0.000
2026-01-06 11:05:59,0.00,0.000
2026-01-06 11:06:00,0.00,0.000
2026-01-06 11:06:01,0.00,0.000
2026-01-06 11:06:02,0.00,0.000
2026-01-06 11:06:03,0.00,0.000
2026-01-06 11:06:04,0.00,0.000
2026-01-06 11:06:05,0.00,0.000
2026-01-06 11:06:06,0.00,0.000
2026-01-06 11:06:07,0.00,0.000
2026-01-06 11:06:08,0.00,0.000
2026-01-06 11:06:09,0.00,0.000
2026-01-06 11:06:10,0.00,0.000
2026-01-06 11:06:11,0.00,0.000
2026-01-06 11:06:12,0.00,0.000
2026-01-06 11:06:13,0.00,0.000
2026-01-06 11:06:14,0.00,0.000
2026-01-06 11:06:15,0.00,0.000
2026-01-06 11:06:16,0.00,0.000
2026-01-06 11:06:17,0.00,0.000
