Timestamp,Flow (SLPM),Total (NCM)
2026-01-12 17:26:32,0.00,0.000
2026-01-12 17:26:33,0.00,0.000
2026-01-12 17:26:34,0.00,0.000
2026-01-12 17:26:35,0.00,0.000
2026-01-12 17:26:36,0.00,0.000
2026-01-12 17:26:37,0.00,0.000
2026-01-12 17:26:38,0.00,0.000
2026-01-12 17:26:39,0.00,0.000
2026-01-12 17:26:40,0.00,0.000
2026-01-12 17:26:41,0.00,0.000
2026-01-12 17:26:42,0.00,0.000
2026-01-12 17:26:43,0.00,0.000
2026-01-12 17:26:44,0.00,0.000
2026-01-12 17:26:45,0.00,0.000
2026-01-12 17:26:46,0.00,0.000
2026-01-12 17:26:47,0.00,0.000
2026-01-12 17:26:48,0.00,0.000
2026-01-12 17:26:49,0.00,0.000
2026-01-12 17:26:50,0.00,0.000
2026-01-12 17:26:51,0.00,0.000
2026-01-12 17:26:52,0.00,0.000
2026-01-12 17:26:53,0.00,0.000
2026-01-12 17:26:54,0.00,0.000
2026-01-12 17:26:55,0.00,0.000
2026-01-12 17:26:56,0.00,0.000
2026-01-12 17:26:57,0.00,0.000
2026-01-12 17:26:59,0.00,0.000
2026-01-12 17:27:00,0.00,0.000
2026-01-12 17:27:01,0.00,0.000
2026-01-12 17:27:02,0.00,0.000
2026-01-12 17:27:03,0.00,0.000
2026-01-12 17:27:04,0.00,0.000
2026-01-12 17:27:06,0.00,0.000
2026-01-12 17:27:07,0.00,0.000
2026-01-12 17:27:08,0.00,0.000
2026-01-12 17:27:09,0.00,0.000
2026-01-12 17:27:10,0.00,0.000
2026-01-12 17:27:11,0.00,0.000
2026-01-12 17:27:12,0.00,0.000
2026-01-12 17:27:13,0.00,0.000
2026-01-12 17:27:14,0.00,0.000
2026-01-12 17:27:15,0.00,0.000
2026-01-12 17:27:16,0.00,0.000
2026-01-12 17:27:17,0.00,0.000
2026-01-12 17:27:18,0.00,0.000
2026-01-12 17:27:19,0.00,0.000
2026-01-12 17:27:20,0.00,0.000
2026-01-12 17:27:21,0.00,0.000
2026-01-12 17:27:22,0.00,0.000
2026-01-12 17:27:23,0.00,0.000
2026-01-12 17:27:24,0.00,0.000
2026-01-12 17:27:25,0.00,0.000
2026-01-12 17:27:26,0.00,0.000
2026-01-12 17:27:27,0.00,0.000
2026-01-12 17:27:28,0.00,0.000
2026-01-12 17:27:29,0.00,0.000
2026-01-12 17:27:30,0.00,0.000
2026-01-12 17:27:31,0.00,0.000
2026-01-12 17:27:32,0.00,0.000
2026-01-12 17:27:33,0.00,0.000
2026-01-12 17:27:34,0.00,0.000
2026-01-12 17:27:35,0.00,0.000
2026-01-12 17:27:36,0.00,0.000
2026-01-12 17:27:37,0.00,0.000
2026-01-12 17:27:38,0.00,0.000
2026-01-12 17:27:39,0.00,0.000
2026-01-12 17:27:40,0.00,0.000
2026-01-12 17:27:41,0.00,0.000
2026-01-12 17:27:42,0.00,0.000
2026-01-12 17:27:43,0.00,0.000
2026-01-12 17:27:44,0.00,0.000
2026-01-12 17:27:45,0.00,0.000
2026-01-12 17:27:46,0.00,0.000
2026-01-12 17:27:47,0.00,0.000
2026-01-12 17:27:48,0.00,0.000
2026-01-12 17:27:49,0.00,0.000
2026-01-12 17:27:50,0.00,0.000
2026-01-12 17:27:51,0.00,0.000
2026-01-12 17:27:52,0.00,0.000
2026-01-12 17:27:53,0.00,0.000
2026-01-12 17:27:54,0.00,0.000
2026-01-12 17:27:55,0.00,0.000
2026-01-12 17:27:56,0.00,0.000
2026-01-12 17:27:57,0.00,0.000
2026-01-12 17:27:58,0.00,0.000
2026-01-12 17:27:59,0.00,0.000
2026-01-12 17:28:00,0.00,0.000
2026-01-12 17:28:01,0.00,0.000
2026-01-12 17:28:03,0.00,0.000
2026-01-12 17:28:04,0.00,0.000
2026-01-12 17:28:05,0.00,0.000
2026-01-12 17:28:06,0.00,0.000
2026-01-12 17:28:07,0.00,0.000
2026-01-12 17:28:08,0.00,0.000
2026-01-12 17:28:09,0.00,0.000
2026-01-12 17:28:10,0.00,0.000
2026-01-12 17:28:11,0.00,0.000
2026-01-12 17:28:12,0.00,0.000
2026-01-12 17:28:13,0.00,0.000
2026-01-12 17:28:14,0.00,0.000
2026-01-12 17:28:15,0.00,0.000
2026-01-12 17:28:16,0.00,0.000
2026-01-12 17:28:17,0.00,0.000
2026-01-12 17:28:18,0.00,0.000
2026-01-12 17:28:19,0.00,0.000
2026-01-12 17:28:20,0.00,0.000
2026-01-12 17:28:21,0.00,0.000
2026-01-12 17:28:22,0.00,0.000
2026-01-12 17:28:23,0.00,0.000
2026-01-12 17:28:24,0.00,0.000
2026-01-12 17:28:25,0.00,0.000
2026-01-12 17:28:26,0.00,0.000
2026-01-12 17:28:27,0.00,0.000
2026-01-12 17:28:28,0.00,0.000
2026-01-12 17:28:29,0.00,0.000
2026-01-12 17:28:30,0.00,0.000
2026-01-12 17:28:31,0.00,0.000
2026-01-12 17:28:32,0.00,0.000
2026-01-12 17:28:33,0.00,0.000
2026-01-12 17:28:34,0.00,0.000
2026-01-12 17:28:35,0.00,0.000
2026-01-12 17:28:36,0.00,0.000
2026-01-12 17:28:37,0.00,0.000
2026-01-12 17:28:38,0.00,0.000
2026-01-12 17:28:39,0.00,0.000
2026-01-12 17:28:40,0.00,0.000
2026-01-12 17:28:41,0.00,0.000
2026-01-12 17:28:42,0.00,0.000
2026-01-12 17:28:43,0.00,0.000
2026-01-12 17:28:44,0.00,0.000
2026-01-12 17:28:45,0.00,0.000
2026-01-12 17:28:46,0.00,0.000
2026-01-12 17:28:47,0.00,0.000
2026-01-12 17:28:48,0.00,0.000
2026-01-12 17:28:49,0.00,0.000
2026-01-12 17:28:50,0.00,0.000
2026-01-12 17:28:51,0.00,0.000
2026-01-12 17:28:52,0.00,0.000
2026-01-12 17:28:53,0.00,0.000
2026-01-12 17:28:54,0.00,0.000
2026-01-12 17:28:55,0.00,0.000
2026-01-12 17:28:56,0.00,0.000
2026-01-12 17:28:57,0.00,0.000
2026-01-12 17:28:58,0.00,0.000
2026-01-12 17:29:00,0.00,0.000
2026-01-12 17:29:01,0.00,0.000
2026-01-12 17:29:02,0.00,0.000
2026-01-12 17:29:03,0.00,0.000
2026-01-12 17:29:04,0.00,0.000
2026-01-12 17:29:05,0.00,0.000
2026-01-12 17:29:06,0.00,0.000
2026-01-12 17:29:07,0.00,0.000
2026-01-12 17:29:08,0.00,0.000
2026-01-12 17:29:09,0.00,0.000
2026-01-12 17:29:10,0.00,0.000
2026-01-12 17:29:11,0.00,0.000
2026-01-12 17:29:12,0.00,0.000
2026-01-12 17:29:13,0.00,0.000
2026-01-12 17:29:14,0.00,0.000
2026-01-12 17:29:15,0.00,0.000
2026-01-12 17:29:16,0.00,0.000
2026-01-12 17:29:17,0.00,0.000
2026-01-12 17:29:18,0.00,0.000
2026-01-12 17:29:19,0.00,0.000
2026-01-12 17:29:20,0.00,0.000
2026-01-12 17:29:21,0.00,0.000
2026-01-12 17:29:22,0.00,0.000
2026-01-12 17:29:23,0.00,0.000
2026-01-12 17:29:24,0.00,0.000
2026-01-12 17:29:25,0.00,0.000
2026-01-12 17:29:26,0.00,0.000
2026-01-12 17:29:27,0.00,0.000
2026-01-12 17:29:28,0.00,0.000
2026-01-12 17:29:29,0.00,0.000
2026-01-12 17:29:30,0.00,0.000
2026-01-12 17:29:31,0.00,0.000
2026-01-12 17:29:32,0.00,0.000
2026-01-12 17:29:33,0.00,0.000
2026-01-12 17:29:34,0.00,0.000
2026-01-12 17:29:35,0.00,0.000
2026-01-12 17:29:36,0.00,0.000
2026-01-12 17:29:37,0.00,0.000
2026-01-12 17:29:38,0.00,0.000
2026-01-12 17:29:39,0.00,0.000
2026-01-12 17:29:40,0.00,0.000
2026-01-12 17:29:41,0.00,0.000
2026-01-12 17:29:42,0.00,0.000
2026-01-12 17:29:43,0.00,0.000
2026-01-12 17:29:44,0.00,0.000
2026-01-12 17:29:45,0.00,0.000
2026-01-12 17:29:46,0.00,0.000
2026-01-12 17:29:47,0.00,0.000
2026-01-12 17:29:48,0.00,0.000
2026-01-12 17:29:49,0.00,0.000
2026-01-12 17:29:50,0.00,0.000
2026-01-12 17:29:51,0.00,0.000
2026-01-12 17:29:52,0.00,0.000
2026-01-12 17:29:53,0.00,0.000
2026-01-12 17:29:54,0.00,0.000
2026-01-12 17:29:56,0.00,0.000
2026-01-12 17:29:57,0.00,0.000
2026-01-12 17:29:58,0.00,0.000
2026-01-12 17:29:59,0.00,0.000
2026-01-12 17:30:00,0.00,0.000
2026-01-12 17:30:01,0.00,0.000
2026-01-12 17:30:02,0.00,0.000
2026-01-12 17:30:03,0.00,0.000
2026-01-12 17:30:04,0.00,0.000
2026-01-12 17:30:05,0.00,0.000
2026-01-12 17:30:06,0.00,0.000
2026-01-12 17:30:07,0.00,0.000
2026-01-12 17:30:08,0.00,0.000
2026-01-12 17:30:09,0.00,0.000
2026-01-12 17:30:10,0.00,0.000
2026-01-12 17:30:11,0.00,0.000
2026-01-12 17:30:12,0.00,0.000
2026-01-12 17:30:13,0.00,0.000
2026-01-12 17:30:14,0.00,0.000
2026-01-12 17:30:15,0.00,0.000
2026-01-12 17:30:16,0.00,0.000
2026-01-12 17:30:17,0.00,0.000
2026-01-12 17:30:18,0.00,0.000
2026-01-12 17:30:19,0.00,0.000
2026-01-12 17:30:20,0.00,0.000
2026-01-12 17:30:21,0.00,0.000
2026-01-12 17:30:22,0.00,0.000
2026-01-12 17:30:23,0.00,0.000
2026-01-12 17:30:24,0.00,0.000
2026-01-12 17:30:25,0.00,0.000
2026-01-12 17:30:26,0.00,0.000
2026-01-12 17:30:27,0.00,0.000
2026-01-12 17:30:28,0.00,0.000
2026-01-12 17:30:29,0.00,0.000
2026-01-12 17:30:30,0.00,0.000
2026-01-12 17:30:31,0.00,0.000
2026-01-12 17:30:32,0.00,0.000
2026-01-12 17:30:33,0.00,0.000
2026-01-12 17:30:34,0.00,0.000
2026-01-12 17:30:35,0.00,0.000
2026-01-12 17:30:36,0.00,0.000
2026-01-12 17:30:37,0.00,0.000
2026-01-12 17:30:38,0.00,0.000
2026-01-12 17:30:39,0.00,0.000
2026-01-12 17:30:40,0.00,0.000
2026-01-12 17:30:41,0.00,0.000
2026-01-12 17:50:33,0.00,0.000
2026-01-12 17:50:34,0.00,0.000
2026-01-12 17:50:35,0.00,0.000
2026-01-12 17:50:36,0.00,0.000
2026-01-12 17:50:37,0.00,0.000
2026-01-12 17:50:38,0.00,0.000
2026-01-12 17:50:39,0.00,0.000
2026-01-12 17:50:40,0.00,0.000
2026-01-12 17:50:41,0.00,0.000
2026-01-12 17:50:43,0.00,0.000
2026-01-12 17:50:44,0.00,0.000
2026-01-12 17:50:45,0.00,0.000
2026-01-12 17:50:46,0.00,0.000
2026-01-12 17:50:47,0.00,0.000
