Timestamp,Flow (SLPM),Total (NCM)
2026-01-15 09:02:57,0.00,0.000
2026-01-15 09:02:58,0.00,0.000
2026-01-15 09:02:59,0.00,0.000
2026-01-15 09:03:00,0.00,0.000
2026-01-15 09:03:01,0.00,0.000
2026-01-15 09:03:02,0.00,0.000
2026-01-15 09:03:03,0.00,0.000
2026-01-15 09:03:04,0.00,0.000
2026-01-15 09:03:05,0.00,0.000
2026-01-15 09:03:06,0.00,0.000
2026-01-15 09:03:07,0.00,0.000
2026-01-15 09:03:08,0.00,0.000
2026-01-15 09:03:10,0.00,0.000
2026-01-15 09:03:11,0.00,0.000
2026-01-15 09:03:12,0.00,0.000
2026-01-15 09:03:13,0.00,0.000
2026-01-15 09:03:14,0.00,0.000
2026-01-15 09:03:15,0.00,0.000
2026-01-15 09:03:16,0.00,0.000
2026-01-15 09:03:17,0.00,0.000
2026-01-15 09:03:18,0.00,0.000
2026-01-15 09:03:19,0.00,0.000
2026-01-15 09:03:20,0.00,0.000
2026-01-15 09:03:21,0.00,0.000
2026-01-15 09:03:22,0.00,0.000
2026-01-15 09:03:23,0.00,0.000
2026-01-15 09:03:24,0.00,0.000
2026-01-15 09:03:25,0.00,0.000
2026-01-15 09:03:26,0.00,0.000
2026-01-15 09:03:27,0.00,0.000
2026-01-15 09:03:28,0.00,0.000
2026-01-15 09:03:29,0.00,0.000
2026-01-15 09:03:30,0.00,0.000
2026-01-15 09:03:31,0.00,0.000
2026-01-15 09:03:32,0.00,0.000
2026-01-15 09:03:33,0.00,0.000
2026-01-15 09:03:34,0.00,0.000
2026-01-15 09:03:35,0.00,0.000
2026-01-15 09:03:36,0.00,0.000
2026-01-15 09:03:37,0.00,0.000
2026-01-15 09:03:38,0.00,0.000
2026-01-15 09:03:39,0.00,0.000
2026-01-15 09:03:40,0.00,0.000
2026-01-15 09:03:41,0.00,0.000
2026-01-15 09:03:42,0.00,0.000
2026-01-15 09:03:43,0.00,0.000
2026-01-15 09:03:44,0.00,0.000
2026-01-15 09:03:45,0.00,0.000
2026-01-15 09:03:46,0.00,0.000
2026-01-15 09:03:47,0.00,0.000
2026-01-15 09:03:48,0.00,0.000
2026-01-15 09:03:49,0.00,0.000
2026-01-15 09:03:50,0.00,0.000
2026-01-15 09:03:51,0.00,0.000
2026-01-15 09:03:52,0.00,0.000
2026-01-15 09:03:53,0.00,0.000
2026-01-15 09:03:54,0.00,0.000
2026-01-15 09:03:55,0.00,0.000
2026-01-15 09:03:56,0.00,0.000
2026-01-15 09:03:57,0.00,0.000
2026-01-15 09:03:58,0.00,0.000
2026-01-15 09:03:59,0.00,0.000
2026-01-15 09:04:00,0.00,0.000
