Timestamp,Flow (SLPM),Total (NCM)
2026-01-05 15:10:52,0.00,0.000
2026-01-05 16:39:45,0.00,0.000
2026-01-05 16:39:46,0.00,0.000
2026-01-05 16:39:47,0.00,0.000
2026-01-05 16:39:48,0.00,0.000
2026-01-05 16:39:49,0.00,0.000
2026-01-05 16:39:50,0.00,0.000
2026-01-05 16:39:51,0.00,0.000
2026-01-05 16:39:52,0.00,0.000
2026-01-05 16:39:53,0.00,0.000
2026-01-05 16:39:54,0.00,0.000
2026-01-05 16:39:55,0.00,0.000
2026-01-05 16:39:56,0.00,0.000
2026-01-05 16:39:57,0.00,0.000
2026-01-05 16:39:58,0.00,0.000
2026-01-05 16:39:59,0.00,0.000
2026-01-05 16:40:00,0.00,0.000
2026-01-05 16:40:01,0.00,0.000
2026-01-05 16:40:02,0.00,0.000
2026-01-05 16:40:03,0.00,0.000
2026-01-05 16:40:04,0.00,0.000
2026-01-05 16:40:05,0.00,0.000
2026-01-05 16:40:06,0.00,0.000
2026-01-05 16:40:07,0.00,0.000
2026-01-05 16:40:08,0.00,0.000
2026-01-05 16:40:09,0.00,0.000
2026-01-05 16:40:10,0.00,0.000
2026-01-05 16:40:11,0.00,0.000
2026-01-05 16:40:12,0.00,0.000
2026-01-05 16:40:13,0.00,0.000
2026-01-05 16:40:14,0.00,0.000
2026-01-05 16:40:16,0.00,0.000
2026-01-05 16:40:17,0.00,0.000
2026-01-05 16:40:18,0.00,0.000
2026-01-05 16:40:19,0.00,0.000
2026-01-05 16:40:20,0.00,0.000
2026-01-05 16:40:21,0.00,0.000
2026-01-05 16:40:22,0.00,0.000
2026-01-05 16:40:23,0.00,0.000
2026-01-05 16:40:24,0.00,0.000
2026-01-05 16:40:25,0.00,0.000
2026-01-05 16:40:26,0.00,0.000
2026-01-05 16:40:27,0.00,0.000
2026-01-05 16:40:28,0.00,0.000
2026-01-05 16:40:29,0.00,0.000
2026-01-05 16:40:30,0.00,0.000
2026-01-05 16:40:31,0.00,0.000
2026-01-05 16:40:32,0.00,0.000
2026-01-05 16:40:33,0.00,0.000
2026-01-05 16:40:34,0.00,0.000
2026-01-05 16:42:40,0.00,0.000
2026-01-05 16:42:41,0.00,0.000
2026-01-05 17:25:58,0.00,0.000
2026-01-05 17:25:59,0.00,0.000
2026-01-05 17:26:00,0.00,0.000
2026-01-05 17:26:01,0.00,0.000
2026-01-05 17:26:02,0.00,0.000
2026-01-05 17:26:11,0.00,0.000
2026-01-05 17:26:12,0.00,0.000
2026-01-05 17:26:13,0.00,0.000
2026-01-05 17:27:22,0.00,0.000
2026-01-05 17:27:23,0.00,0.000
2026-01-05 17:27:24,0.00,0.000
2026-01-05 17:27:25,0.00,0.000
2026-01-05 17:27:26,0.00,0.000
2026-01-05 17:27:27,0.00,0.000
2026-01-05 17:27:28,0.00,0.000
2026-01-05 17:27:29,0.00,0.000
2026-01-05 17:27:30,0.00,0.000
2026-01-05 17:27:31,0.00,0.000
2026-01-05 17:27:32,0.00,0.000
2026-01-05 17:49:49,0.00,0.000
2026-01-05 17:49:50,0.00,0.000
2026-01-05 17:49:51,0.00,0.000
2026-01-05 17:49:52,0.00,0.000
2026-01-05 17:49:53,0.00,0.000
2026-01-05 17:49:54,0.00,0.000
2026-01-05 17:59:34,0.00,0.000
2026-01-05 17:59:35,0.00,0.000
