Timestamp,Flow (SLPM),Total (NCM)
2026-01-07 09:21:42,0.00,0.000
2026-01-07 09:21:43,0.00,0.000
2026-01-07 09:21:44,0.00,0.000
2026-01-07 09:21:45,0.00,0.000
2026-01-07 09:21:47,0.00,0.000
2026-01-07 09:21:48,0.00,0.000
2026-01-07 09:21:49,0.00,0.000
2026-01-07 09:38:28,0.00,0.000
2026-01-07 09:38:29,0.00,0.000
2026-01-07 09:38:30,0.00,0.000
2026-01-07 09:38:31,0.00,0.000
2026-01-07 09:38:32,0.00,0.000
2026-01-07 09:38:33,0.00,0.000
2026-01-07 09:38:34,0.00,18546.840
2026-01-07 09:38:35,0.00,18546.840
2026-01-07 09:38:36,0.00,18546.840
2026-01-07 09:38:37,0.00,18546.840
2026-01-07 09:38:38,0.00,18546.840
2026-01-07 09:38:39,0.00,18546.840
2026-01-07 09:38:40,0.00,18546.840
2026-01-07 09:38:41,2.02,18546.840
2026-01-07 09:38:42,3.80,18546.840
2026-01-07 09:38:43,5.06,18546.840
2026-01-07 09:38:44,5.70,18546.840
2026-01-07 09:38:45,5.47,18546.840
2026-01-07 09:38:46,5.76,18546.840
2026-01-07 09:38:47,5.58,18546.840
2026-01-07 09:38:48,5.47,18546.840
2026-01-07 09:38:49,5.63,18546.840
2026-01-07 09:38:50,4.92,18612.376
2026-01-07 09:38:51,5.39,18612.376
2026-01-07 09:38:52,5.51,18612.376
2026-01-07 09:38:53,5.50,18612.376
2026-01-07 09:38:54,5.29,18612.376
2026-01-07 09:38:55,5.55,18612.376
2026-01-07 09:38:56,5.46,18612.376
2026-01-07 09:38:57,5.21,18612.376
2026-01-07 09:38:58,5.97,18612.376
2026-01-07 09:38:59,5.42,18612.376
2026-01-07 09:39:00,5.54,18677.912
2026-01-07 09:39:01,5.79,18677.912
2026-01-07 09:39:02,5.45,18677.912
2026-01-07 09:39:03,5.73,18677.912
2026-01-07 09:39:04,5.33,18677.912
2026-01-07 09:39:05,5.69,18677.912
2026-01-07 09:39:06,5.35,18677.912
2026-01-07 09:39:07,5.46,18677.912
2026-01-07 09:39:08,5.39,18677.912
2026-01-07 09:39:09,5.28,18677.912
2026-01-07 09:39:10,5.12,18677.912
2026-01-07 09:39:11,5.13,18743.448
2026-01-07 09:39:12,5.42,18743.448
2026-01-07 09:39:13,5.15,18743.448
2026-01-07 09:39:14,5.53,18743.448
2026-01-07 09:39:16,5.69,18743.448
2026-01-07 09:39:17,5.64,18743.448
2026-01-07 09:39:18,5.72,18743.448
2026-01-07 09:39:19,5.37,18743.448
2026-01-07 09:39:20,5.48,18743.448
2026-01-07 09:39:21,5.69,18743.448
2026-01-07 09:39:22,5.59,18743.448
2026-01-07 09:39:23,5.52,18808.984
2026-01-07 09:39:24,5.56,18808.984
2026-01-07 09:39:25,5.45,18808.984
2026-01-07 09:39:26,5.81,18808.984
2026-01-07 09:39:27,5.62,18808.984
2026-01-07 09:39:28,5.34,18808.984
2026-01-07 09:39:29,5.53,18808.984
